estado;cidade;populacao;pib;pib_percapita
MINAS GERAIS;Andradas;36633;408386.53125;11148.04980469
PERNAMBUCO;Terezinha;6774;26299.45703125;3882.40991211
SAO PAULO;Regente Feijó;17725;287317.21875;16209.71972656
SAO PAULO;Buritama;15636;230596.78125;14747.80957031
PARANA;Ventania;11239;103164.28125;9179.12988281
PARA;São João de Pirabas;19900;66196.484375;3326.45996094
PIAUI;Pau D'Arco do Piauí;3903;11536.6328125;2955.84008789
MATO GROSSO;Figueirópolis D'Oeste;3656;42954.46875;11749.03027344
PARA;Santa Bárbara do Pará;14740;59371.12109375;4027.88989258
GOIAS;Montividiu;9965;364961.09375;36624.2890625
MARANHAO;Riachão;21672;151116.203125;6972.87988281
RIO GRANDE DO SUL;Gentil;1574;43079.91796875;27369.7109375
CEARA;São João do Jaguaribe;8500;37256.609375;4383.12988281
PARANA;Bela Vista da Caroba;4176;34405.11328125;8238.76953125
PARANA;Porecatu;14189;112631.171875;7937.91992188
PARAIBA;Riachão;3564;14446.04199219;4053.32006836
MINAS GERAIS;São Sebastião do Paraíso;64800;909921.375;14042.0
RIO GRANDE DO NORTE;Pedro Avelino;7559;32851.05078125;4345.95019531
SAO PAULO;Guarulhos;1299283;32473828.0;24993.65039062
SANTA CATARINA;Chapecó;174187;4348897.5;24966.83007812
BAHIA;Itapé;10630;40550.72265625;3814.73999023
RIO GRANDE DO SUL;Ibarama;4443;53799.26171875;12108.76953125
PARAIBA;Prata;4057;18086.5078125;4458.10009766
PARANA;Rosário do Ivaí;5813;41184.69140625;7084.93017578
RIO DE JANEIRO;Porciúncula;18444;190635.203125;10335.88964844
PERNAMBUCO;Carpina;68070;427632.9375;6282.25
RIO GRANDE DO SUL;Nova Ramada;2464;51088.55859375;20733.99023438
SAO PAULO;Borá;837;50332.71484375;60134.66015625
BAHIA;Pilão Arcado;34466;97126.453125;2818.04003906
RORAIMA;Iracema;6250;71115.2734375;11378.44042969
BAHIA;Ipirá;62197;245887.9375;3953.37011719
MATO GROSSO;São José do Rio Claro;18637;270494.75;14513.86035156
RIO GRANDE DO SUL;Jacuizinho;2765;44878.171875;16230.79980469
RIO GRANDE DO SUL;Mariana Pimentel;4173;44338.70703125;10625.13964844
GOIAS;Jandaia;6596;116923.84375;17726.48046875
SERGIPE;Barra dos Coqueiros;19998;168902.9375;8445.99023438
PARA;Santa Cruz do Arari;6280;22389.1171875;3565.14990234
PARANA;Amaporã;5447;55568.5390625;10201.6796875
MINAS GERAIS;Alvorada de Minas;3588;20812.60742188;5800.62011719
PIAUI;Matias Olímpio;10863;28146.18164062;2591.01000977
SAO PAULO;José Bonifácio;32551;741693.375;22785.58007812
SERGIPE;Moita Bonita;11269;49436.9140625;4386.97998047
MINAS GERAIS;Tabuleiro;4068;24435.87109375;6006.85009766
PARAIBA;Curral Velho;2886;10982.7734375;3805.5300293
TOCANTINS;Praia Norte;7310;31729.90039062;4340.62011719
RIO GRANDE DO NORTE;Maxaranguape;9371;45616.96484375;4867.89013672
PARANA;São Carlos do Ivaí;5990;132456.75;22112.98046875
PARA;Garrafão do Norte;25538;74992.078125;2936.48999023
SAO PAULO;Santa Mercedes;2596;21907.96289062;8439.12011719
PARAIBA;João Pessoa;702235;8638329.0;12301.19042969
MATO GROSSO DO SUL;Glória de Dourados;9894;93563.3828125;9456.58007812
SAO PAULO;Rinópolis;9385;90292.9296875;9620.98046875
SAO PAULO;Pradópolis;16619;574455.5;34566.19140625
GOIAS;Itapirapuã;7792;85750.171875;11004.90039062
MARANHAO;Timon;150635;715426.625;4749.41015625
BAHIA;Igrapiúna;13268;137953.75;10397.48046875
MINAS GERAIS;Manhuaçu;78605;1108459.75;14101.63964844
MARANHAO;Paulino Neves;13355;51447.19140625;3852.2800293
BAHIA;Jussara;15204;43503.5390625;2861.32006836
PIAUI;Uruçuí;19811;562296.375;28383.0390625
PARAIBA;Borborema;5186;23961.55664062;4620.43017578
RIO GRANDE DO NORTE;Lucrécia;3550;17092.44921875;4814.77001953
MARANHAO;Brejo;32453;126317.1015625;3892.31005859
PARAIBA;Juarez Távora;7603;27525.33203125;3620.33007812
SAO PAULO;Artur Nogueira;43499;485116.6875;11152.36035156
PERNAMBUCO;Ingazeira;4561;21623.85351562;4741.02978516
ACRE;Rodrigues Alves;13460;153169.609375;11379.61035156
MINAS GERAIS;Itabira;110419;3415340.0;30930.73046875
MINAS GERAIS;São José do Alegre;4066;24601.56054688;6050.56005859
SAO PAULO;Santo Antônio da Alegria;6346;95156.8203125;14994.76953125
RIO GRANDE DO NORTE;Presidente Juscelino;8703;35337.0;4060.32006836
MINAS GERAIS;Bandeira;5521;25582.24414062;4633.62988281
RIO GRANDE DO SUL;Santiago;51160;496870.46875;9712.08984375
PARAIBA;Santa Luzia;14752;69040.328125;4680.06982422
PIAUI;Cristalândia do Piauí;8177;26303.83203125;3216.81005859
CEARA;Paramoti;12130;41914.27734375;3455.41992188
SANTA CATARINA;Lebon Régis;12134;126825.78125;10452.09960938
SAO PAULO;Capivari;46331;884417.375;19089.109375
MATO GROSSO;São Félix do Araguaia;11257;166486.0;14789.54980469
TOCANTINS;Caseara;4927;35086.3125;7121.22998047
MARANHAO;Imperatriz;236691;2000734.5;8452.94042969
PARANA;Bandeirantes;32994;292894.5;8877.20019531
MINAS GERAIS;Alpercata;7252;40111.55859375;5531.10009766
MINAS GERAIS;Santa Luzia;231607;1786026.125;7711.45019531
MINAS GERAIS;Glaucilândia;3072;17455.43164062;5682.10986328
MINAS GERAIS;Santo Antônio do Aventureiro;3600;22728.75585938;6313.54003906
RIO GRANDE DO SUL;Tenente Portela;14253;142915.875;10027.0703125
PARA;Itaituba;127848;604472.25;4728.04980469
RIO GRANDE DO SUL;Porto Vera Cruz;2038;22020.046875;10804.73046875
MATO GROSSO;Vila Bela da Santíssima Trindade;14523;193655.09375;13334.37011719
PARANA;Quatro Barras;19277;530300.625;27509.5
CEARA;Fortaleza;2505552;31789186.0;12687.5
SANTA CATARINA;Palmeira;2456;44152.43359375;17977.38085938
RIO GRANDE DO SUL;Salvador do Sul;7165;139793.515625;19510.609375
GOIAS;Caiapônia;16559;271639.34375;16404.33007812
MARANHAO;Loreto;10701;83674.0859375;7819.27978516
MINAS GERAIS;Santa Juliana;11571;283207.6875;24475.65039062
RIO GRANDE DO SUL;Novo Hamburgo;257746;4499416.0;17456.77929688
BAHIA;Ibicaraí;24569;100709.2734375;4099.04003906
PARA;São João do Araguaia;11923;42977.30078125;3604.57006836
PERNAMBUCO;Exu;31086;122558.078125;3942.55004883
MINAS GERAIS;Caparaó;4991;43127.42578125;8641.04003906
SAO PAULO;Quadra;2789;52995.9609375;19001.77929688
RIO GRANDE DO SUL;Fagundes Varela;2607;52355.99609375;20082.84960938
SERGIPE;Itabaianinha;38850;182475.3125;4696.91992188
SAO PAULO;Juquiá;19585;145942.484375;7451.75
SAO PAULO;Palmital;22323;406439.09375;18207.18945312
ALAGOAS;Coité do Nóia;11127;31372.484375;2819.48999023
RONDONIA;Rio Crespo;3290;89956.921875;27342.52929688
MARANHAO;Presidente Sarney;16325;63821.51171875;3909.42993164
RIO DE JANEIRO;Duque de Caxias;872762;25747558.0;29501.24023438
PARANA;Querência do Norte;12306;122119.8359375;9923.59960938
MATO GROSSO DO SUL;Itaporã;19390;230821.453125;11904.15039062
SERGIPE;UMBAÚBA;21397;118739.953125;5549.37011719
MINAS GERAIS;Central de Minas;6821;37185.7265625;5451.64990234
SERGIPE;Aquidabã;19890;103898.78125;5223.66992188
MINAS GERAIS;Canápolis;11865;262747.75;22144.76953125
GOIAS;Itajá;5528;63981.1328125;11574.00976562
PIAUI;Tamboril do Piauí;3037;9977.36425781;3285.27001953
SAO PAULO;Cravinhos;30849;425249.71875;13784.87988281
MINAS GERAIS;Gurinhatã;6228;88027.0;14134.0703125
MINAS GERAIS;Fronteira dos Vales;4980;21192.48828125;4255.52001953
PARANA;Reserva do Iguaçu;7449;65388.59765625;8778.16992188
MARANHAO;Raposa;25837;100919.5859375;3906.01000977
AMAZONAS;Santo Antônio do Içá;30351;94013.0;3097.5300293
BAHIA;Cocos;17923;135027.5;7533.75976562
SANTA CATARINA;Macieira;1787;27063.52929688;15144.66992188
BAHIA;Luís Eduardo Magalhães;52054;1888228.125;36274.41015625
BAHIA;Camaçari;234558;12158915.0;51837.55859375
RIO GRANDE DO SUL;Maçambará;4375;134769.140625;30804.36914062
BAHIA;Itaberaba;61490;338606.15625;5506.68994141
GOIAS;Varjão;3806;28725.76757812;7547.5
MINAS GERAIS;Verdelândia;8514;64725.09375;7602.20019531
MINAS GERAIS;Berizal;4655;17727.66210938;3808.31005859
SAO PAULO;Paulistânia;1909;23322.51171875;12217.13964844
BAHIA;Entre Rios;40524;248541.796875;6133.20019531
CEARA;Quixadá;80447;392364.25;4877.29980469
GOIAS;Moiporá;1865;17579.0234375;9425.75
RIO DE JANEIRO;Paraty;35730;532311.375;14898.16015625
CEARA;Senador Pompeu;25263;106628.1953125;4220.72998047
RIO GRANDE DO NORTE;Cruzeta;8029;48400.60546875;6028.22021484
CEARA;Itarema;36536;159949.25;4377.85009766
MINAS GERAIS;Belmiro Braga;3079;32525.99804688;10563.8203125
MINAS GERAIS;Espinosa;32461;136152.84375;4194.35009766
PARANA;Imbaú;12040;65769.6796875;5462.60009766
PARANA;Doutor Ulysses;6145;83953.4140625;13662.0703125
RIO GRANDE DO SUL;Quinze de Novembro;3678;78385.8828125;21312.09960938
AMAZONAS;Beruri;14705;78535.7421875;5340.75
BAHIA;Santo Antônio de Jesus;88768;835156.6875;9408.30957031
RIO GRANDE DO SUL;Cerro Grande;2659;23237.73828125;8739.28027344
MINAS GERAIS;Indianópolis;6671;286319.625;42920.05078125
RIO GRANDE DO SUL;Humaitá;4999;71322.4453125;14267.33984375
MINAS GERAIS;Mateus Leme;26862;337752.53125;12573.62011719
SANTA CATARINA;Imaruí;11677;128429.40625;10998.49023438
RIO GRANDE DO SUL;Dois Irmãos;26421;555140.3125;21011.33007812
BAHIA;Paramirim;20870;78535.03125;3763.06005859
MINAS GERAIS;Congonhas do Norte;5335;20812.99609375;3901.2199707
SAO PAULO;Lagoinha;4909;48048.41796875;9787.8203125
RONDONIA;Guajará-Mirim;40762;489898.8125;12018.51953125
ALAGOAS;Craíbas;23294;73514.7890625;3155.94995117
BAHIA;Feira da Mata;6562;30380.33398438;4629.74023438
MARANHAO;Trizidela do Vale;19104;80588.1328125;4218.39013672
SAO PAULO;Embu;248722;3698098.0;14868.40039062
SANTA CATARINA;São Martinho;3281;49147.94921875;14979.55957031
MINAS GERAIS;Governador Valadares;263274;2845814.0;10809.3203125
BAHIA;Candiba;12821;43417.87109375;3386.4699707
RIO GRANDE DO SUL;Vista Alegre do Prata;1505;25530.92382812;16964.0703125
SAO PAULO;Barra do Turvo;7699;44993.55078125;5844.08007812
RIO GRANDE DO NORTE;São João do Sabugi;5953;30413.1796875;5108.87988281
RIO GRANDE DO SUL;Erechim;97916;2099846.25;21445.38085938
MATO GROSSO;Santo Afonso;2944;37953.6953125;12891.87988281
BAHIA;Andaraí;14609;48729.01953125;3335.55004883
PARAIBA;Cacimba de Areia;3604;14722.625;4085.08007812
GOIAS;Trombas;3683;22239.45703125;6038.41015625
MINAS GERAIS;São Roque de Minas;6301;101647.859375;16132.01953125
PIAUI;Batalha;26681;81977.6875;3072.51000977
ALAGOAS;Belo Monte;7510;30603.25585938;4075.0
AMAZONAS;Manicoré;46773;239006.1875;5109.91992188
PERNAMBUCO;São Bento do Una;49372;267400.34375;5416.02978516
TOCANTINS;Monte Santo do Tocantins;1914;17881.96875;9342.71972656
RIO GRANDE DO SUL;Imbé;16301;188084.265625;11538.20019531
MINAS GERAIS;Piedade do Rio Grande;4871;173165.03125;35550.19921875
MARANHAO;São Mateus do Maranhão;39622;117996.625;2978.06005859
RIO GRANDE DO NORTE;Passa e Fica;10954;48088.0234375;4390.0
GOIAS;Araçu;3946;31861.68945312;8074.43017578
SAO PAULO;Taiúva;5505;54916.61328125;9975.76953125
RIO GRANDE DO NORTE;Barcelona;4042;17381.98242188;4300.33984375
MINAS GERAIS;Coromandel;28296;475813.28125;16815.5703125
RIO GRANDE DO SUL;Campos Borges;3693;46183.6484375;12505.73046875
PARANA;Itaperuçu;23501;174329.203125;7417.95019531
MARANHAO;Pedreiras;38934;215696.484375;5540.04980469
RIO GRANDE DO SUL;Pantano Grande;9794;144975.21875;14802.45019531
BAHIA;Pé de Serra;14788;57215.6796875;3869.06005859
MARANHAO;Paulo Ramos;16236;90368.515625;5565.93017578
RIO GRANDE DO SUL;Salvador das Missões;2671;63773.171875;23876.140625
RIO GRANDE DO SUL;Segredo;7301;83060.3828125;11376.58007812
RIO DE JANEIRO;Niterói;479384;10800670.0;22530.31054688
MARANHAO;Balsas;83617;1120221.375;13397.04980469
BAHIA;Boa Nova;15427;50579.9765625;3278.66992188
PERNAMBUCO;Brejão;9780;50748.40234375;5189.0
MINAS GERAIS;Piedade dos Gerais;4762;27067.94140625;5684.14990234
PARA;Tracuateua;27825;69502.9765625;2497.86010742
RIO GRANDE DO NORTE;Antônio Martins;7245;29558.55664062;4079.86010742
SANTA CATARINA;Saudades;8929;138512.796875;15512.69042969
MARANHAO;Governador Newton Bello;11642;52123.2421875;4477.16992188
RIO GRANDE DO SUL;Taquara;55473;563392.4375;10156.16015625
MINAS GERAIS;Cambuí;26365;326565.71875;12386.33007812
MARANHAO;Cantanhede;19564;59457.3125;3039.12011719
MINAS GERAIS;Carmésia;2712;13151.90039062;4849.52001953
RONDONIA;Cacaulândia;5736;102527.7109375;17874.4296875
SAO PAULO;Urânia;9007;87492.9765625;9713.88964844
GOIAS;Cachoeira Alta;8235;132794.640625;16125.63964844
MATO GROSSO;Sinop;114051;1813363.25;15899.58007812
TOCANTINS;Campos Lindos;8079;226778.234375;28070.08984375
PARANA;Jundiaí do Sul;3777;35101.26953125;9293.4296875
MINAS GERAIS;Rio Acima;8685;85513.75;9846.13964844
SANTA CATARINA;Governador Celso Ramos;12704;117229.25;9227.74023438
MINAS GERAIS;Itaúna;85838;1224195.625;14261.70019531
MARANHAO;Igarapé do Meio;12291;75123.78125;6112.10009766
GOIAS;Água Fria de Goiás;5318;89004.4453125;16736.44921875
MATO GROSSO;Novo Santo Antônio;2325;18348.640625;7891.89013672
RIO GRANDE DO NORTE;Grossos;9886;92027.8671875;9308.91015625
ALAGOAS;Coqueiro Seco;5525;19754.61328125;3575.5
PIAUI;Jacobina do Piauí;5831;21993.23242188;3771.7800293
RIO GRANDE DO SUL;Três Arroios;3079;34917.92578125;11340.66992188
MINAS GERAIS;Rio Doce;2656;16774.27734375;6315.62011719
PARA;Jacundá;55900;221262.140625;3958.17993164
RIO GRANDE DO NORTE;Coronel Ezequiel;5399;24485.14453125;4535.12988281
RIO GRANDE DO NORTE;Lagoa Nova;13718;54598.9765625;3980.10009766
CEARA;Baixio;5991;22142.4765625;3695.95996094
SANTA CATARINA;Riqueza;5126;55484.09375;10824.04980469
PARANA;Nova Esperança;26591;312743.09375;11761.24023438
RIO GRANDE DO SUL;Ibirapuitã;4315;55098.28515625;12769.00976562
RONDONIA;Parecis;4802;83712.1875;17432.76953125
BAHIA;Barra da Estiva;20537;127462.8515625;6206.5
CEARA;Catarina;18010;47258.05078125;2623.98999023
ESPIRITO SANTO;Anchieta;20226;2193130.75;108431.2734375
BAHIA;Filadélfia;16215;53721.9609375;3313.10009766
SAO PAULO;Roseira;9527;240654.0625;25260.2109375
RIO GRANDE DO SUL;Arroio do Meio;19059;527789.875;27692.41992188
PERNAMBUCO;Araçoiaba;17484;54776.1953125;3132.92993164
PARA;Igarapé-Miri;57003;156092.75;2738.33007812
BAHIA;Serrolândia;12665;45652.41796875;3604.61010742
PARANA;Ribeirão Claro;11246;116140.796875;10327.29980469
MATO GROSSO;Rio Branco;5208;44930.54296875;8627.21972656
PERNAMBUCO;Quipapá;25603;98738.21875;3856.51000977
SAO PAULO;Tabatinga;14876;163077.953125;10962.49023438
MATO GROSSO;Alto Boa Vista;5475;53055.69140625;9690.54003906
ESPIRITO SANTO;Santa Leopoldina;12743;109372.296875;8582.9296875
SANTA CATARINA;Navegantes;57324;911398.5;15899.0703125
SAO PAULO;Porto Ferreira;51090;889695.1875;17414.26953125
PARAIBA;Dona Inês;11142;40716.37109375;3654.31005859
MINAS GERAIS;Pratinha;3435;61587.046875;17929.26953125
PARANA;São José da Boa Vista;6320;64582.859375;10218.80957031
MINAS GERAIS;Dom Cavati;5811;28930.48242188;4978.56982422
AMAZONAS;São Gabriel da Cachoeira;41885;202045.265625;4823.81005859
PARANA;Moreira Sales;13238;145827.890625;11015.86035156
PARAIBA;São José do Bonfim;3314;12397.72070312;3741.01000977
TOCANTINS;Piraquê;3127;30794.62890625;9847.98046875
CEARA;Crateús;75249;331236.40625;4401.87011719
PERNAMBUCO;Paranatama;12441;52088.41796875;4186.83984375
RIO DE JANEIRO;Cordeiro;19902;199012.96875;9999.65039062
CEARA;Campos Sales;26417;98834.7265625;3741.33007812
GOIAS;Iaciara;12855;82438.8828125;6412.97998047
PARAIBA;Santa Inês;3834;14049.64453125;3664.48999023
RIO GRANDE DO SUL;Rondinha;5736;82017.515625;14298.73046875
PARANA;Mariluz;10861;75293.65625;6932.47998047
RIO GRANDE DO SUL;Lavras do Sul;8399;143841.15625;17125.99023438
SAO PAULO;Águas de Lindóia;16341;172769.0625;10572.73046875
PIAUI;Nossa Senhora de Nazaré;4192;14816.15527344;3534.38989258
GOIAS;Jaraguá;41772;299434.40625;7168.29980469
BAHIA;Jitaúna;16365;57266.8359375;3499.35009766
RIO GRANDE DO SUL;Paim Filho;4526;53447.82421875;11809.05957031
MINAS GERAIS;Aiuruoca;6210;52582.87109375;8467.45019531
MINAS GERAIS;Felisburgo;7024;32274.11328125;4594.83007812
RIO GRANDE DO SUL;Nova Hartz;17772;323488.78125;18202.16015625
MINAS GERAIS;Conceição da Barra de Minas;4077;27938.48632812;6852.70996094
PARANA;Colorado;21789;382881.75;17572.25
MINAS GERAIS;Santa Rita do Sapucaí;36150;597007.375;16514.73046875
BAHIA;Lapão;26616;109688.2421875;4121.14013672
PARAIBA;Boa Vista;5908;65828.1484375;11142.20019531
MINAS GERAIS;Itabirito;43832;817722.0;18655.8203125
RIO GRANDE DO NORTE;Natal;806203;10369581.0;12862.25
PIAUI;Alto Longá;14147;41034.5625;2900.58007812
ESPIRITO SANTO;Domingos Martins;32455;308253.09375;9497.86035156
PERNAMBUCO;São Benedito do Sul;10838;38045.48828125;3510.37988281
PARANA;Palmital;15548;107584.8203125;6919.52978516
GOIAS;Jesúpolis;2296;13104.99804688;5707.75
MINAS GERAIS;Astolfo Dutra;13109;127486.65625;9725.12011719
PARAIBA;São José de Espinharas;5045;24638.578125;4883.75976562
BAHIA;Anguera;9826;26372.31835938;2683.92993164
GOIAS;Damianópolis;3678;17035.70117188;4631.77978516
SERGIPE;Ilha das Flores;8906;38105.6328125;4278.64990234
MARANHAO;Santa Rita;32872;99755.2421875;3034.65991211
BAHIA;Caetanos;12307;30036.10546875;2440.57006836
RIO GRANDE DO SUL;Tupandi;3931;114727.6875;29185.36914062
PARAIBA;Água Branca;9581;34446.609375;3595.30004883
MARANHAO;Alcântara;22020;65418.3046875;2970.86010742
BAHIA;Paratinga;29874;96737.9765625;3238.19995117
PIAUI;SimõEs;14167;58005.26171875;4094.38989258
SANTA CATARINA;Canelinha;10168;101460.0;9978.36035156
MINAS GERAIS;Divino;20099;106150.0234375;5281.35986328
BAHIA;Floresta Azul;10364;42329.94140625;4084.32006836
MATO GROSSO;Jaciara;25922;382745.5625;14765.28027344
CEARA;Pires Ferreira;9857;31351.3984375;3180.62011719
RIO GRANDE DO NORTE;Tibau do Sul;11707;71593.453125;6115.43994141
MARANHAO;Dom Pedro;22086;79900.609375;3617.69995117
SAO PAULO;Saltinho;7149;107210.8046875;14996.62011719
MINAS GERAIS;Mato Verde;12957;58693.7109375;4529.87988281
AMAZONAS;São Sebastião do Uatumã;9268;32970.34765625;3557.43994141
MATO GROSSO;Acorizal;5659;51665.796875;9129.84960938
ALAGOAS;Mar Vermelho;4131;15055.91699219;3644.62011719
MINAS GERAIS;São João Nepomuceno;26160;177288.109375;6777.06982422
MINAS GERAIS;Conceição do Rio Verde;13244;113550.8984375;8573.75976562
MINAS GERAIS;Paiva;1687;11832.640625;7014.00976562
SAO PAULO;Nova Castilho;1122;26578.25976562;23688.2890625
MINAS GERAIS;Bom Despacho;44265;499249.78125;11278.66015625
RIO GRANDE DO SUL;Candelária;30423;409361.71875;13455.66992188
BAHIA;Santa Teresinha;10546;33876.703125;3212.2800293
SAO PAULO;Ribeirão Branco;18607;203091.0;10914.75976562
SANTA CATARINA;Rio Negrinho;44633;531999.8125;11919.4296875
CEARA;Orós;21784;91515.421875;4201.04003906
PERNAMBUCO;Macaparana;24031;96728.0078125;4025.12988281
PARA;São Domingos do Araguaia;22063;92794.3046875;4205.87988281
ALAGOAS;Jaramataia;6140;23547.14648438;3835.04003906
PARA;Pacajá;41953;158200.59375;3770.89990234
SAO PAULO;Indaiatuba;183803;5156607.5;28055.08007812
SANTA CATARINA;Dona Emma;3583;46140.10546875;12877.50976562
SANTA CATARINA;Atalanta;3402;50381.9765625;14809.51953125
PARANA;Mamborê;14332;263614.625;18393.4296875
RIO GRANDE DO SUL;São Martinho da Serra;3579;66114.0390625;18472.76953125
PERNAMBUCO;Custódia;33874;161101.578125;4755.91015625
SAO PAULO;Cabrália Paulista;4369;113450.7734375;25967.22070312
SAO PAULO;Itaóca;3143;21155.91796875;6731.12011719
PARANA;Almirante Tamandaré;97523;577882.25;5925.60009766
ESPIRITO SANTO;Nova Venécia;46354;465862.75;10050.11035156
RIO GRANDE DO NORTE;Cerro Corá;11235;50042.41796875;4454.14990234
MINAS GERAIS;Cruzília;15373;104239.1171875;6780.66015625
GOIAS;Cavalcante;10398;186038.578125;17891.76953125
BAHIA;São José da Vitória;6270;20077.56640625;3202.15991211
GOIAS;Campos Belos;19166;104675.78125;5461.54003906
GOIAS;Nova Glória;8632;60245.73828125;6979.35009766
TOCANTINS;Natividade;9396;63293.33984375;6736.20019531
MINAS GERAIS;Arinos;18153;113755.6796875;6266.49023438
MARANHAO;Parnarama;36300;120248.4140625;3312.62988281
ALAGOAS;Feira Grande;21824;67006.5546875;3070.32006836
PIAUI;Elesbão Veloso;14490;54116.52734375;3734.75
MINAS GERAIS;Tumiritinga;6198;34187.10546875;5515.83007812
MINAS GERAIS;Francisco Dumont;4987;28876.14648438;5790.27978516
MINAS GERAIS;Vieiras;3899;29292.23242188;7512.75976562
PARANA;Figueira;8485;60627.41015625;7145.25
MINAS GERAIS;Antônio Prado de Minas;2070;14403.46777344;6958.20019531
MARANHAO;São Vicente Ferrer;20463;39492.9609375;1929.9699707
SANTA CATARINA;Jupiá;2185;28970.68554688;13258.88964844
PARA;Cametá;117099;328735.40625;2807.33007812
MINAS GERAIS;Engenheiro Caldas;10908;56074.13671875;5140.64013672
PERNAMBUCO;Itambé;36126;175518.515625;4858.50976562
SAO PAULO;Guaiçara;11206;130954.9921875;11686.15039062
PARAIBA;Santa Cruz;6677;25700.4375;3849.10009766
MATO GROSSO DO SUL;Rochedo;4480;80849.7578125;18046.8203125
PARAIBA;Remígio;17423;69606.3515625;3995.08007812
GOIAS;Ceres;19069;193604.6875;10152.84960938
PARA;Maracanã;29417;94502.7109375;3212.52001953
CEARA;Maranguape;110523;643602.6875;5823.25
MINAS GERAIS;Belo Vale;7470;47929.59765625;6416.27978516
CEARA;Barroquinha;15558;53454.80859375;3435.84008789
MINAS GERAIS;Itabirinha;10819;50568.87109375;4674.08007812
PIAUI;São João da Canabrava;4511;15651.91992188;3469.7199707
SAO PAULO;Borebi;2349;34413.14453125;14650.12988281
RIO GRANDE DO SUL;Sinimbu;10706;121152.40625;11316.30957031
MINAS GERAIS;Simonésia;17933;96474.9296875;5379.74023438
BAHIA;Remanso;39705;155141.328125;3907.35009766
MINAS GERAIS;Poços de Caldas;151449;2818455.75;18609.9296875
MINAS GERAIS;Carvalhos;4735;26771.07617188;5653.87011719
MINAS GERAIS;Sabinópolis;16326;87639.6796875;5368.10986328
MINAS GERAIS;Minas Novas;31647;120427.390625;3805.33007812
RONDONIA;Pimenteiras do Oeste;2415;68966.140625;28557.41015625
PARANA;Boa Ventura de São Roque;6964;88497.1484375;12707.79980469
MINAS GERAIS;Bela Vista de Minas;10333;57826.421875;5596.29003906
MINAS GERAIS;Aracitaba;1885;15587.87890625;8269.4296875
TOCANTINS;Babaçulândia;10698;93242.9921875;8715.9296875
TOCANTINS;Pugmil;2252;32357.92773438;14368.53027344
PARANA;Jataizinho;11604;81946.609375;7061.93017578
PARAIBA;Santarém;2749;11645.21484375;4236.16015625
RIO DE JANEIRO;Santo Antônio de Pádua;42405;515187.90625;12149.23046875
SAO PAULO;Boituva;44906;1223898.125;27254.66992188
MINAS GERAIS;Salinas;38789;237517.859375;6123.33007812
SAO PAULO;Campo Limpo Paulista;74863;838058.875;11194.5703125
RIO DE JANEIRO;Maricá;123492;1079824.375;8744.08007812
TOCANTINS;Wanderlândia;9493;66966.7734375;7054.33007812
RIO GRANDE DO SUL;Aceguá;4347;115000.703125;26455.18945312
MARANHAO;Água Doce do Maranhão;12460;37689.296875;3024.82006836
MINAS GERAIS;Angelândia;8571;47678.96484375;5562.81982422
RIO GRANDE DO SUL;Cristal;7393;93160.71875;12601.20996094
GOIAS;Santa Rosa de Goiás;2765;20780.69140625;7515.62011719
MATO GROSSO DO SUL;Iguatemi;15222;215600.4375;14163.74023438
MINAS GERAIS;Catas Altas;4795;70746.1015625;14754.13964844
BAHIA;Maragogipe;43921;178405.578125;4061.9699707
MINAS GERAIS;Brasilândia de Minas;13593;134720.109375;9910.99023438
RIO GRANDE DO NORTE;Caraúbas;20471;156053.3125;7623.14013672
RIO GRANDE DO SUL;Caxias do Sul;410166;12509582.0;30498.83007812
SAO PAULO;Onda Verde;4005;129986.5;32456.05078125
MINAS GERAIS;Santana de Cataguases;3785;19561.33984375;5168.12011719
AMAPA;Serra do Navio;3982;109795.3046875;27572.90039062
RIO GRANDE DO SUL;Seberi;11098;137429.21875;12383.24023438
RIO GRANDE DO SUL;Dois Irmãos das Missões;2444;47824.69140625;19568.19921875
BAHIA;Novo Triunfo;14763;36864.1328125;2497.06005859
PIAUI;Baixa Grande do Ribeiro;10804;187569.125;17361.08007812
SANTA CATARINA;Balneário Gaivota;7959;63575.9375;7987.93017578
RIO GRANDE DO SUL;Gramado dos Loureiros;2399;21962.37695312;9154.79980469
BAHIA;Jiquiriçá;13772;50515.6328125;3668.0
RIO GRANDE DO SUL;Paraíso do Sul;7643;99716.1171875;13046.71972656
SANTA CATARINA;Pinhalzinho;15692;397378.125;25323.609375
TOCANTINS;Araguaçu;9225;106934.7265625;11591.83984375
BAHIA;Ituaçu;18772;82193.359375;4378.50976562
TOCANTINS;Talismã;2663;36111.77734375;13560.55957031
SAO PAULO;Martinópolis;25533;292783.40625;11466.86035156
SAO PAULO;Aguaí;32101;476532.65625;14844.79003906
MARANHAO;Pio Xii;22220;70833.7578125;3187.84008789
MINAS GERAIS;Lassance;6651;127364.8671875;19149.73046875
MINAS GERAIS;Ouro Verde de Minas;7215;29680.8046875;4113.75976562
MINAS GERAIS;Bom Repouso;10826;84637.828125;7818.02001953
SAO PAULO;Taquaritinga;55662;644853.5625;11585.16992188
MINAS GERAIS;Serra dos Aimorés;8667;85138.171875;9823.25976562
SAO PAULO;Jaú;135546;1760822.5;12990.58984375
PARA;Goianésia do Pará;29164;127624.2265625;4376.08984375
PARANA;Nova Aliança do Ivaí;1434;21147.484375;14747.20019531
